row,tx_hash,token_address,from_address,to_address,token_id,blk_number,blk_timestamp,eth_value
14213,0x9e824342ed301cd962d6b610051f28d44a75c13f38ab41bda1e13e3a84b2d9c4,0x57a204aa1042f6e66dd7730813f4024114d74f37,0x6a0d47ab91b44402f6a3ff567461176b3064097f,0x9a48431755cde3f733d213a5298a898e5726ed49,3805,13640241,1637250818,0.0
14214,0x39ddb6e2ba328b8ac6d357d70bfcfc7585e35f25465c19ebda44089a112c6321,0x57a204aa1042f6e66dd7730813f4024114d74f37,0x0000000000000000000000000000000000000000,0xcd4e7af589b0ec71dd660129b6ddd4418be496a2,4424,13640503,1637254176,0.0
14215,0x20e7cd751099fe91687a3a115a9c5368e61ff90f82a4f3d7de565baa9826b099,0x57a204aa1042f6e66dd7730813f4024114d74f37,0x543303d6bcc8e2dca8a698475ba1f9d3ddcfa499,0xcb2d8a1b0f2c24bf8627fcbde5672b1aa4afa9ac,4423,13640706,1637256916,0.0
14216,0x28c7cdb5bc0acbdfa78c5bd72e01dc9387309c5dd38f091cc672479f0e2613cb,0x57a204aa1042f6e66dd7730813f4024114d74f37,0x8c3e0e1f2ba1654fb192dd88736b9362ed4855ae,0xdc3ab9ada67b1d1fd73eeb7e1ea403f5800bec5f,40,13640871,1637259203,0.0
14217,0x5132f18ef67f6f81ba29257183938d4a1c2e8963333d8b8348d19d9ff4edc330,0x57a204aa1042f6e66dd7730813f4024114d74f37,0x0000000000000000000000000000000000000000,0xfd0a0bd6ab1a651d18abbe771ff3d1a3c00a73b0,4425,13640889,1637259509,0.0
14218,0x8db6b3531c99f96b3c11c4719d8534c369ff7b484cf911bc78c5996f42c71e1d,0x57a204aa1042f6e66dd7730813f4024114d74f37,0x3063d85ab19c6154fca06f5dc7a92502f030751e,0x1d9f122a52ba2a222a1ccecacaddabd63ffaa3af,4397,13640981,1637260809,5.99
14219,0xf91d1b1762b99d386bb72ac3f3df66b8a0362f82f40f467e768410ed979ca93b,0x57a204aa1042f6e66dd7730813f4024114d74f37,0x4897d38b0974051d8fa34364e37a5993f4a966a5,0x37c954d6185ca1ff30373165f63f265dde9f0aa3,704,13641143,1637263047,0.0
14220,0x42c8047ac2a0742b1d3121ebf5ad73e5ecddb5d403d78896c17af746f629fe02,0x57a204aa1042f6e66dd7730813f4024114d74f37,0x37c954d6185ca1ff30373165f63f265dde9f0aa3,0x2448247e25220ac04a9048ac563c5edd5b5644ce,704,13641202,1637263659,0.0
14221,0xe6840c72eb54fc1464b0769b1a0e90ce72966c49f35767f5a19ea4f80d289555,0x57a204aa1042f6e66dd7730813f4024114d74f37,0xcb2d8a1b0f2c24bf8627fcbde5672b1aa4afa9ac,0xc310e760778ecbca4c65b6c559874757a4c4ece0,4423,13641532,1637268008,0.005
14222,0xfc44799f0eb91ad628747192313de638286bbd2d9a2557f28058ac9050a5352b,0x57a204aa1042f6e66dd7730813f4024114d74f37,0x0000000000000000000000000000000000000000,0x0360c507bb1bc6ed0486fd91b31a751c4d06f816,4426,13641534,1637268077,0.0
14223,0x734f6de94ba37e9f7eb6484ce19e10c2770c6dbede0f1c820d0d6ff99fa1a213,0x57a204aa1042f6e66dd7730813f4024114d74f37,0x0360c507bb1bc6ed0486fd91b31a751c4d06f816,0xbd5d007a4f378bd231a82d903796b63eac4f4b9b,4426,13641548,1637268217,0.0
14224,0x34f9368474a6592bba1f0bde1c27a272453fbea771e4705b4451450c50bc710e,0x57a204aa1042f6e66dd7730813f4024114d74f37,0xc310e760778ecbca4c65b6c559874757a4c4ece0,0xe488230209138335f9eecd838198edf1c2f0f3d6,4423,13641695,1637270253,0.005
14225,0xb34b5724755a913aad63c27fdd9c0bd648320dd81bec1d7de19b55528093ea57,0x57a204aa1042f6e66dd7730813f4024114d74f37,0x5736a9002369c9e61bdc723855ec0ed317ea9333,0x9d59eba4deaee09466ba9d4073bf912bc72982b0,3262,13641714,1637270525,0.0
14226,0xb34b5724755a913aad63c27fdd9c0bd648320dd81bec1d7de19b55528093ea57,0x57a204aa1042f6e66dd7730813f4024114d74f37,0x9d59eba4deaee09466ba9d4073bf912bc72982b0,0x5736a9002369c9e61bdc723855ec0ed317ea9333,2761,13641714,1637270525,0.0
14227,0x78a4b6fdceb0e857c1fc86e69b9ee3eee4ebd71b01c95ecb4440d7cc1788271e,0x57a204aa1042f6e66dd7730813f4024114d74f37,0x0000000000000000000000000000000000000000,0x0360c507bb1bc6ed0486fd91b31a751c4d06f816,4427,13641815,1637271864,0.0
